Name,Teff,e_Teff,R*,e_R*,log(g),e_log(g),[Fe/H],e_[Fe/H],M*,e_M*,logAge,e_logAge,plx,Vmag,Notes,SCat,unknown,Gaia,2M,Simbad,_RA,_DE,simbadnames,ID_NAME
HD_21019,5261,65,2.421,0.076,3.64,0.05,-0.41,0.1,0.93,0.07,10.01,0.11,27.1,6.2,E,2,1,Gaia,2M,Simbad,50.82375,-7.7941,2MASS_J03231769-0747385|PLX__709|BD-08___643|GC__4043|GEN#_+1.00021019J|HD__21019|HERZ_11053|HIC__15776|HIP__15776|HR__1024|IDS_03185-0809|LTT__1601|N30__691|NLTT_10782|PPM_185716|ROT___471|SAO_130457|SKY#__5084|SPOCS__165|UBV____3277|UBV_M___9484|YZ__97___785|AKARI-IRC-V1_J0323176-074740|IRAS_03208-0758|WISEA_J032317.72-074740.4|GJ__2030|[RHG95]___607|TYC_5295-1155-1|**_BU__531A|uvby98_100021019|ADS__2507_A|CCDM_J03233-0748A|WDS_J03233-0748A|Gaia_DR2_5168359139139252352,Gaia_DR2_5168359139139252352
HD_210702,4780,18,5.231,0.117,3.05,0.09,0.03,0.1,1.12,0.21,9.86,0.27,17.9,5.9,E,2,1,Gaia,2M,Simbad,332.96388,16.04055,SPOCS_3191|AG+15_2509|BD+15__4592|GC_31052|GCRV_13954|GEN#_+1.00210702|GSC_01681-01751|HD_210702|HIC_109577|HIP_109577|HR__8461|JP11__3460|PPM_141171|SAO_107729|SKY#_42303|TYC_1681-1751-1|UBV___18979|UBV_M__26205|YZ__15__9073|Gaia_DR2_1775004778213735168|2MASS_J22115133+1602260|WEB_19690,Gaia_DR2_1775004778213735168
HD_216899,3713,11,0.5479999999999999,0.005,4.72,0.01,0.06,0.1,0.56,0.01,9.99,0.39,146.0,8.6,E,1,1,Gaia,2M,Simbad,344.1450200000001,16.55343,GES_J22563384+1633085|PLX_5563|LSPM_J2256+1633|ASCC__910195|UCAC2__37821006|2MASS_J22563497+1633130|USNO-B1.0_1065-00603032|2E__4655|8pc_145.27|AG+16_2553|AGKR_20537|BD+15__4733|Ci_20_1392|DO_21896|G__67-37|GCRV_14402|GEN#_+1.00216899|GJ___880|HD_216899|HIC_113296|HIP_113296|IRAS_22541+1617|JP11__3553|LFT_1751|LHS___533|LTT_16744|MCC_854|NLTT_55339|PPM_142008|Ross__671|SAO_108272|TYC_1711-2453-1|UBV___19664|UBV_M__26724|VVO_147|YZ__16__9376|YZC_18__9376|Zkh_343|[HFE83]_1535|[RHG95]__3616|PLX_5563.00|1RXS_J225635.3+163332|2E_2254.1+1617|Zkh_344|WISEA_J225634.03+163309.3|PM_J22565+1633|UCAC4_533-147271|Gaia_DR1_2828928003907155072|WEB_20157|Gaia_DR2_2828928008202069376,Gaia_DR2_2828928008202069376
HD_217014,5706,95,1.168,0.042,4.32,0.06,0.17,0.1,1.01,0.07,9.89,0.21,65.1,5.5,E,2,1,Gaia,2M,Simbad,344.36658,20.76883,PLX_5568|LSPM_J2257+2046|TYC_1717-2193-1|ASCC__826013|2MASS_J22572795+2046077|USNO-B1.0_1107-00589893|*__51_Peg|AG+20_2595|BD+19__5036|CSV_102222|GC_32003|GCRV_14411|GEN#_+1.00217014|GJ___882|HD_217014|HIC_113357|HIP_113357|HR__8729|JP11__3558|LTT_16750|N30_5052|NLTT_55385|NSV_14374|PPM_114985|ROT__3341|SAO__90896|SKY#_43603|SPOCS__990|TD1_29480|UBV_M__26734|UBV___19678|YPAC_218|YZ___0__1227|YZ__20__9382|uvby98_100217014|Gaia_DR2_2835207319109249920|PLX_5568.00|IRAS_22550+2030|WDS_J22575+2046AB|**_RBR___21|AKARI-IRC-V1_J2257280+204608|NAME_Helvetios|WEB_20165,Gaia_DR2_2835207319109249920
HD_217107,5391,40,1.21,0.019,4.25,0.03,0.31,0.1,0.94,0.03,10.13,0.06,50.0,6.2,E,1,1,Gaia,2M,Simbad,344.56475,-2.39538,BD-03__5539|FK5_3836|GC_32015|GCRV_26129|GEN#_+1.00217107|GSC_05235-01468|HD_217107|HIC_113421|HIP_113421|HR__8734|IRAS_22556-0239|N30_5054|PPM_206984|SAO_146412|SKY#_43621|SPOCS__992|TD1_29492|UBV___19690|UBV_M__26741|YZ__92__7936|uvby98_100217107|Gaia_DR2_2648914040357320576|WDS_J22583-0224AB|CCDM_J22583-0224AB|TYC_5235-1468-1|2MASS_J22581556-0223432|**_CHR__116|Gaia_DR1_2648914036061905664,Gaia_DR2_2648914040357320576
HD_217987,3676,35,0.471,0.009000000000000001,4.79,0.02,-0.19,0.1,0.49,0.02,9.66,0.53,303.9,7.3,E,2,1,Gaia,2M,Simbad,346.4668200000001,-35.85307,GC_32159|UGP_591|2MASS_J23055131-3551130|PLX_5584|AC2000_3355101|CD-36_15693|CPC_18_11792|CPD-36__9694|CSV___8819|Ci_20_1400|GCRV_14482|GEN#_+1.00217987|GJ___887|HD_217987|HIC_114046|HIP_114046|IRAS_23029-3607|JP11__3579|LFT_1758|LHS____70|LPM_849|LTT__9348|NAME_Lacaille_9352|NLTT_55782|NSV_14420|SAO_214301|SKY#_43837|UBV___19770|UBV_M__26806|Zkh_347|[RHG95]__3630|PLX_5584.00|ASAS_J230552-3551.2|WISEA_J230557.86-355057.2|uvby98_100217987|WEB_20248|Gaia_DR2_6553614253923452800,Gaia_DR2_6553614253923452800
HD_219134,4699,16,0.778,0.005,4.55,0.01,0.07,0.1,0.77,0.02,10.12,0.11,153.2,5.6,E,2,0,Gaia,2M,Simbad,348.32073,57.16836,PLX_5616|LSPM_J2313+5710|ASCC__221238|USNO-B1.0_1471-00512240|8pc_153.24|AG+56_1701|BD+56__2966|CCDM_J23132+5709A|CSI+56__2966__1|CSV___8833|Ci_20_1406|FK5__875|GAT__811|GC_32329|GCRV_14566|GEN#_+1.00219134|GJ___892|HD_219134|HIC_114622|HIP_114622|HR__8832|IDS_23084+5637_A|IRAS_23110+5653|JP11__3600|LFT_1767|LHS____71|LTT_16826|N30_5103|NLTT_56173|NSV_14458|PMC_90-93___616|PPM__41599|SAO__35236|SKY#_44030|SPOCS_1008|TYC_4006-1866-1|UBV___19861|UBV_M__26893|USNO_907|YZ__56_13841|Zkh_348|[B10]__5976|[GKL99]_441|uvby98_100219134|Gaia_DR2_2009481748875806976|2MASS_J23131692+5710059|PLX_5616.00|WDS_J23133+5710A|**_STT__599A|WISEA_J231319.69+571009.3|1RXS_J231317.3+570938|WEB_20333,Gaia_DR2_2009481748875806976
HD_219623,6285,94,1.195,0.036000000000000004,4.36,0.04,0.04,0.1,1.18,0.06,9.25,0.25,49.3,5.6,E,2,1,Gaia,2M,Simbad,349.17626,53.21347,PLX_5633|SPOCS_3223|LSPM_J2316+5312|TYC_3998-2448-1|ASCC__292232|USNO-B1.0_1432-00527217|AG+52_1740|BD+52__3410|CCDM_J23167+5313A|CSI+52__3410__1|FK5_3863|GC_32409|GCRV_14597|GEN#_+1.00219623|GJ__4324|HD_219623|HIC_114924|HIP_114924|HR__8853|IDS_23121+5241_A|LTT_16841|NLTT_56351|PPM__41654|ROT__3386|SAO__35285|SKY#_44119|TD1_29742|UBV_M__26930|YZ__52__8162|uvby98_100219623|2MASS_J23164228+5312489|PLX_5633.00|WDS_J23167+5313A|AKARI-IRC-V1_J2316424+531246|IRAS_23144+5256|**_BUP__235A|WEB_20363|Gaia_DR2_1995681125599758592,Gaia_DR2_1995681125599758592
HD_222368,6192,26,1.595,0.014,4.12,0.02,-0.14,0.1,1.22,0.06,9.6,0.07,72.5,4.1,E,2,0,Gaia,2M,Simbad,354.9876700000001,5.62629,PLX_5724|LSPM_J2339+0537|ASCC_1092113|USNO-B1.0_0956-00588506|*__17_Psc|*_iot_Psc|2E__4749|AG+05_3403|BD+04__5035|CCDM_J23399+0538A|CSI+04__5035__1|Ci_20_1444|FK5__892|GC_32879|GCRV_14828|GEN#_+1.00222368|GJ___904|HD_222368|HIC_116771|HIP_116771|HR__8969|IDS_23348+0505_A|IRC_+10539|JP11__3642|LFT_1814|LHS__3995|LTT_16971|N30_5199|NLTT_57557|NSV_14657|PM_23374+0521|PMC_90-93___628|PPM_174312|ROT__3432|SAO_128310|SKY#_44741|SPOCS_1028|SRS__30892|TD1_29997|TYC__591-1744-1|UBV___20350|UBV_M__27158|YZ___0__2727|YZ___5_11722|uvby98_100222368|2MASS_J23395706+0537343|PLX_5724.00|1RXS_J233956.8+053736|2E_2337.4+0521|RX_J2339.9+0537|WDS_J23399+0538A|AKARI-IRC-V1_J2339572+053731|IRAS_23373+0521|[ZEH2003]_RX_J2339.9+0537__1|WISEA_J233957.33+053729.9|WEB_20603|Gaia_DR2_2756363608023335808,Gaia_DR2_2756363608023335808
HD_22484,5998,39,1.622,0.024,4.08,0.02,-0.09,0.1,1.15,0.04,9.71,0.09,72.9,4.3,E,2,0,Gaia,2M,Simbad,54.21826,0.40166,Gaia_DR2_3263836568393943808|2MASS_J03365238+0024054|PLX__753|LSPM_J0336+0024|ASCC_1100490|USNO-B1.0_0904-00036638|*__10_Tau|AG+00__311|BD-00___572|Ci_20__245|FK5_1101|GC__4313|GCRV__1998|GEN#_+1.00022484|GJ___147|HD__22484|HIC__16852|HIP__16852|HR__1101|IRC_+00047|JP11___801|LFT__296|LHS__1569|LTT_11194|N30__741|NLTT_11391|PM_03343+0015|PMC_90-93___730|PPM_146728|ROT___539|SAO_111292|SKY#__5468|SPOCS__174|TD1__2353|TYC___64-1569-1|UBV____3458|UBV_M___9611|YZ___0___770|[HFE83]__239|uvby98_100022484|PLX__753.00|2EUVE_J0336+00.4|EUVE_J0336+00.4|EXO_0334.3+0014|IRAS_03343+0014|AKARI-IRC-V1_J0336522+002402|WISEA_J033652.23+002400.9|WEB__3206,Gaia_DR2_3263836568393943808
HD_23249,4955,30,2.327,0.029,3.7,0.03,0.12,0.1,0.98,0.06,10.1,0.09,110.6,3.5,E,2,1,Gaia,2M,Simbad,55.81209000000001,-9.76339,GES_J03431482-0945387|2MASS_J03431490-0945490|PLX__788|*_del_Eri|*__23_Eri|BD-10___728|Ci_20__255|FK5__135|GC__4450|GCRV__2057|GEN#_+1.00023249|GJ___150.0|GJ___150|HD__23249|HIC__17378|HIP__17378|HR__1136|IRAS_03408-0955|IRC_-10050|JP11___813|LFT__304|LHS__1581|LPM_166|LTT__1753|N30__756|NLTT_11686|NSV__1246|PM_03409-0956|PMC_90-93____96|PPM_186110|RAFGL__513|ROT___550|SACS__81|SAO_130686|SKY#__5641|SPOCS__180|TD1__2459|TYC_5303-1320-1|UBV____3549|UBV_M___9661|V*_del_Eri|YZ__99___857|Zkh__53|PLX__788.00|RAVE_J034314.9-094548|NAME_Rana|uvby98_100023249|WEB__3283|Gaia_DR2_5164120762332790528,Gaia_DR2_5164120762332790528
HD_26965,5147,14,0.805,0.004,4.52,0.03,-0.24,0.1,0.79,0.05,10.04,0.18,198.2,4.4,E,2,1,Gaia,2M,Simbad,63.818000000000005,-7.65287,2MASS_J04151651-0739068|PLX__945|*_omi02_Eri|*__40_Eri|8pc_198.24A|AAVSO_0410-07|AC2000_2125614|ADS__3093_A|BD-07___780|CCDM_J04153-0739A|CSI-07___780__1|Ci_20__288|GC__5138|GCRV__2440|GEN#_+1.00026965A|GEN#_+1.00026965|GJ___166_A|HD__26965|HIC__19849|HIP__19849|HR__1325|IRC_-10064|JP11___868|LFT__338|LHS____23|LPM_181|LTT__1907|N30__880|NLTT_12863|PM_04130-0744|PPM_400061|RBS___527|SAO_131063|SKY#__6509|SPOCS__207|UBV____4139|UBV_M__10040|YZ__97__1060|Zkh__58|[GKL99]_110|1E_041258-0745.9|1RXS_J041521.5-073843|2EUVE_J0415-07.6|EUVE_J0415-07.6|WDS_J04153-0739A|TYC_5312-2325-1|**_STF__518A|Gaia_DR2_3195919528988725120|PMSC_04107-0748A|WISEA_J041513.97-073951.7|NAME_Keid|uvby98_100026965|WEB__3792,Gaia_DR2_3195919528988725120
HD_30652,6441,19,1.3219999999999998,0.01,4.29,0.02,0.0,0.1,1.25,0.05,9.28,0.15,124.6,3.2,E,2,1,Gaia,2M,Simbad,72.46005,6.96127,2MASS_J04495040+0657409|PLX_1077|LSPM_J0449+0657|TYC___96-1462-1|ASCC_1010229|USNO-B1.0_0969-00046662|*___1_Ori|*_pi.03_Ori|2RE_J044951+065736|2RE_J0449+065|BD+06___762|CCDM_J04499+0657A|CSI+06___762__1|CSV_100411|Ci_20__306|FK5_1134|GC__5875|GCRV__2837|GEN#_+1.00030652|GJ___178|HD__30652|HIC__22449|HIP__22449|HR__1543|IDS_04444+0647_A|IRAS_04471+0652|IRC_+10071|JP11___931|LTT_11517|N30_1028|NLTT_14011|NSV__1731|PMC_90-93___758|PPM_148020|RE_J0449+065|RE_J044950+065733|ROT___683|SAO_112106|SKY#__7512|SPOCS__230|SRS__31134|TD1__3592|UBV____4635|UBV_M__10360|USNO_809|YZ___6__1810|Zkh__65|uvby98_100030652|SV*_ZI___311|PLX_1077.00|1ES_0447+06.8|1RXS_J044950.6+065736|2EUVE_J0449+06.9|EUVE_J0449+06.9|WDS_J04498+0658A|RAVE_J044950.4+065741|**_STT__560A|NAME_Tabit|WEB__4331|Gaia_DR2_3288921720024442496,Gaia_DR2_3288921720024442496
HD_34411,5774,44,1.331,0.021,4.2,0.03,0.05,0.1,1.03,0.04,9.92,0.08,79.1,4.7,E,2,1,Gaia,2M,Simbad,79.78531,40.09905,2MASS_J05190848+4005565|*_lam_Aur|PLX_1199|LSPM_J0519+4005|ASCC__394559|USNO-B1.0_1301-00122816|*__15_Aur|ADS__3886_A|AG+40__608|BD+39__1248|CCDM_J05192+4007A|CSI+39__1248__1|Ci_20__326|FK5_1145|GC__6494|GCRV__3155|GEN#_+1.00034411|GJ___197|HD__34411|HIC__24813|HIP__24813|HR__1729|IDS_05121+4001|JP11__1022|LFT__403|LHS__1753|LTT_11625|N30_1135|NLTT_14837|PMC_90-93___767|PPM__47977|ROT___755|SAO__40233|SKY#__8408|SPOCS__256|TD1__4327|UBV____5041|UBV_M__10785|uvby98_100034411|PLX_1199.00|WDS_J05191+4006A|TYC_2900-2157-1|AKARI-IRC-V1_J0519087+400551|IRAS_05156+4003|**_STF_5003A|WISEA_J051909.51+400547.6|WEB__4798|Gaia_DR2_188771135583573504,Gaia_DR2_188771135583573504
HD_36395,3801,9,0.574,0.004,4.7,0.01,0.35,0.1,0.6,0.01,9.76,0.49,177.1,8.0,E,1,1,Gaia,2M,Simbad,82.86415,-3.67723,Karmn_J05314-036|PM_J05314-0340|8pc_175.72|PLX_1255|1RXS_J053127.0-034013|BD-03__1123|CCDM_J05314-0341A|CSI-03__1123__1|CSV___6182|Ci_20__334|DO__1150|G__99-15|GC__6836|GCRV__3349|GEN#_+1.00036395|GJ___205|GSC_04770-00574|HD__36395|HIC__25878|HIP__25878|IDS_05264-0341_A|IRAS_05289-0342|JP11__1127|LFT__416|LHS____30|LPM_216|LTT__2293|MCC___9|NLTT_15215|NSV__2075|PM_05289-0341|PPM_188143|SAO_132211|SKY#__8855|SV*_WR____69|UBV____5309|UGP_117|USNO_812|VVO_242|Wolf_1453|YZ__93__1611|YZC_17__1611|Zkh__71|[RHG95]___930|[SLO58]_19|uvby98_100036395|PLX_1255.00|2EUVE_J0531-03.6|EUVE_J0531-03.6|[KSP2003]_J053127.17-034032.6|WDS_J05314-0336A|TYC_4770-574-1|2MASS_J05312734-0340356|WISEA_J053127.91-034059.8|UCAC4_432-009930|StKM_2-412|Gaia_DR1_3209938366665770752|WEB__5024|Gaia_DR2_3209938366665770752,Gaia_DR2_3209938366665770752
HD_3651,5046,86,0.947,0.032,4.46,0.04,0.15,0.1,0.85,0.04,10.12,0.13,90.0,5.9,E,2,0,Gaia,2M,Simbad,9.84086,21.25047,LSPM_J0039+2115|ASCC__741016|2MASS_J00392187+2115024|USNO-B1.0_1112-00008299|PLX__110|*__54_Psc|2E___109|AG+20___54|BD+20____85|CCDM_J00394+2115A|CSI+20____85__1|Ci_20___42|GC___778|GCRV___358|GEN#_+1.00003651|GJ____27|HD___3651|HIC___3093|HIP___3093|HR___166|IDS_00341+2043_A|IRAS_00367+2058|JP11___400|LFT___59|LHS__1116|LTT_10224|N30__130|NLTT__2118|NSV___245|PM_00368+2059|PPM__90012|SAO__74175|SKY#__1037|SPOCS___26|TYC_1193-2072-1|UBV_____512|UBV_M___7543|YZ__20___193|Zkh__13|[B10]___133|uvby98_100003651|PLX__110.00|2E_0036.8+2057|WDS_J00394+2115A|**_STT__550A|**_LUH____3A|WISEA_J003921.43+211457.4|Gaia_DR2_2802397960855105920|WEB___552,Gaia_DR2_2802397960855105920
HD_38858,5646,45,0.933,0.016,4.46,0.04,-0.22,0.1,0.91,0.07,9.81,0.28,65.6,6.0,E,1,1,Gaia,2M,Simbad,87.14558000000002,-4.09465,2MASS_J05483495-0405404|IRAS_05461-0406|AKARI-IRC-V1_J0548349-040542|BD-04__1244|FK5_1155|GC__7286|GCRV__3613|GEN#_+1.00038858|GJ__1085|HD__38858|HIC__27435|HIP__27435|HR__2007|LTT__2380|N30_1246|NLTT_15661|PMC_90-93___774|PPM_188472|SAO_132554|SKY#__9572|SPOCS__284|SRS__31155|TD1__5398|UBV____5937|UBV_M__11521|YZ__94__1783|uvby98_100038858|Gaia_DR2_3023711269067191296|PLX_1330.11|[KSP2003]_J054835.14-040540.3|UCAC3_172-24855|TYC_4776-1306-1|GSC_04776-01306|WISEA_J054835.01-040543.0|Gaia_DR1_3023711264771623808|WEB__5387,Gaia_DR2_3023711269067191296
HD_39587,5898,25,0.979,0.009000000000000001,4.47,0.02,-0.04,0.1,1.04,0.04,9.27,0.28,115.4,4.4,E,2,1,Gaia,2M,Simbad,88.59576,20.27617,PLX_1354|SBC9_1535|LSPM_J0554+2016|ASCC__755242|2MASS_J05542300+2016344|USNO-B1.0_1102-00091548|*_chi01_Ori|*__54_Ori|2E__1584|2RE_J055423+201637|2RE_J0554+201|AG+20__592|BD+20__1162|GAT_1261|GC__7419|GCRV__3663|GEN#_+1.00039587|GJ___222|GSC_01320-02118|HD__39587|HIC__27913|HIP__27913|HR__2047|IRAS_05514+2016|IRC_+20126|JP11__1278|LTT_11743|NLTT_15782|PPM__95062|RE_J0554+201|RE_J055423+201609|ROT___942|SAO__77705|SKY#__9763|SPOCS__288|TD1__5547|TYC_1320-2118-1|UBV_M__11584|UBV____6000|USNO_815|V*_chi01_Ori|YZ__20__2042|Zkh__78|Zkh__79|PLX_1354.00|1RXS_J055423.4+201630|2E_0551.4+2016|2EUVE_J0554+20.2|EUVE_J0554+20.2|WDS_J05544+2017AB|CCDM_J05544+2017AB|**_KNG____1|uvby98_100039587|WEB__5465|Gaia_DR2_3399063235753901952,Gaia_DR2_3399063235753901952
HD_4628,4950,14,0.695,0.004,4.63,0.02,-0.22,0.1,0.75,0.03,9.41,0.44,134.0,5.7,E,2,1,Gaia,2M,Simbad,12.09574,5.28061,PLX__156|LSPM_J0048+0516|ASCC_1001742|2MASS_J00482303+0516497|USNO-B1.0_0952-00007478|8pc_134.04|AG+05___87|BD+04___123|CCDM_J00483+0516A|CSI+04___123__1|Ci_20___55|FK5_1019|GC___959|GCRV___445|GEN#_+1.00004628|GJ____33|HD___4628|HIC___3765|HIP___3765|HR___222|IDS_00431+0446_A|IRAS_00457+0500|JP11___421|LAL__1299|LFT___73|LHS___121|LTT_10285|N30__162|NLTT__2668|PM_00458+0501|PMC_90-93___663|PPM_143910|SAO_109471|SKY#__1245|SPOCS___40|TD1___447|TYC___17-1398-1|UBV_____655|UBV_M___7661|Wolf___25|YZ___5___204|Zkh__14|[HFE83]___28|uvby98_100004628|PLX__156.00|2EUVE_J0048+05.2|EUVE_J0048+05.3|EUVE_J0048+05.2|WDS_J00484+0517A|GAT__131|**_BUP___10A|WISEA_J004823.57+051638.1|EPIC_220429217|WEB___670|Gaia_DR2_2552925644460225152,Gaia_DR2_2552925644460225152
HD_48737,6478,21,2.71,0.021,3.8,0.01,0.14,0.1,1.7,0.04,9.23,0.03,57.0,3.4,E,2,0,Gaia,2M,Simbad,101.32235,12.89559,2MASS_J06451737+1253438|PLX_1573|LSPM_J0645+1253|TYC__754-2356-1|ASCC__933657|USNO-B1.0_1028-00141853|*_ksi_Gem|*__31_Gem|AG+12__799|BD+13__1396|CSV_100763|FK5__256|GC__8823|GCRV__4389|GEN#_+1.00048737|GJ___242|HD__48737|HIC__32362|HIP__32362|HR__2484|IRAS_06424+1257|IRC_+10136|JP11__1423|LTT_11912|N30_1467|NLTT_16938|NSV__3193|PMC_90-93___185|PPM_122983|ROT__1085|SAO__96074|SKY#_11865|SV*_ZI___572|TD1__7981|UBV____6694|UBV_M__12403|uvby98_100048737|PLX_1573.00|1RXS_J064517.8+125348|NAME_Alzirr|WEB__6527|Gaia_DR2_3352485999057276672,Gaia_DR2_3352485999057276672
HD_49933,6635,90,1.42,0.04,4.21,0.05,-0.39,0.1,1.18,0.09,9.49,0.16,33.8,5.8,E,1,1,Gaia,2M,Simbad,102.70763,-0.54088,GES_J06504985-0032295|GEN#_+1.00049933|PLX_1599|SPOCS_2679|2RE_J0650-003|2RE_J065048-003236|AG-00__875|BD-00__1462|CSI-00__1462__1|GC__8954|GCRV__4455|GSC_04800-02672|HD__49933|HIC__32851|HIP__32851|HR__2530|LF__9_-01__165|NLTT_17076|PPM_176472|RE_J065047-003228|RE_J0650-003|ROT__1102|SAO_133760|SKY#_12101|TD1__8284|UBV_M__12490|UBV____6774|YPAC_434|YZ__90__1860|[K77]_150|[SC93]_467|PLX_1599.00|LAL_13198|AKARI-IRC-V1_J0650498-003228|IRAS_06482-0028|WISE_J065049.88-003228.4|WDS_J06508-0032AB|ADS__5505_AB|CCDM_J06508-0032AB|IDS_06457-0026_AB|CoRoT_20|uvby98_100049933|WEB__6611,HD__49933
HD_58946,6738,55,1.655,0.028,4.12,0.03,-0.25,0.1,1.32,0.09,9.39,0.11,54.1,4.2,E,2,0,Gaia,2M,Simbad,112.27799999999999,31.78455,Gaia_DR2_892160231748668800|*_rho_Gem|PMSC_07227+3159B|**_A_2124B|WDS_J07291+3147B|[RHG95]__1171|IDS_07227+3159_B|GJ___274_B|CSI+32__1562__5|CCDM_J07290+3147B|BD+32__1562B|ADS__6109_B|PLX_1760|LSPM_J0729+3147|ASCC__576960|2MASS_J07290671+3147043|USNO-B1.0_1217-00152059|*__62_Gem|1C_9.01|AG+31__773|BD+32__1562|CSI+32__1562__1|CSI+32__1562__4|FK5__286|GC__9987|GCRV__4973|GEN#_+1.00058946J|GSC_02452-02167|HD__58946|HIC__36366|HIP__36366|HR__2852|JP11__1555|LTT_12027|N30_1675|NLTT_17908|PMC_90-93___207|PPM__72843|ROT__1206|SAO__60118|SKY#_13679|SRS__30286|TD1_10170|UBV____7215|UBV_M__13291|1RXS_J072906.6+314700|Renson_16110|AKARI-IRC-V1_J0729068+314705|IRAS_07259+3153|WDS_J07291+3147AB|**_A_2124AB|CCDM_J07290+3147AB|GJ___274.0|PMSC_07227+3159|TYC_2452-2167-1|GJ___274_A|uvby98_100058946|WEB__7234,Gaia_DR2_892160231748668800
HD_6210,6089,35,4.517,0.152,3.37,0.05,-0.01,0.1,1.7,0.15,9.21,0.07,12.8,5.8,E,1,0,Gaia,2M,Simbad,16.08105,61.58018000000001,AG+61___97|BD+60___158|BSD___8-1556|GC__1279|GCRV___604|GEN#_+1.00006210|GSC_04017-00228|HD___6210|HIC___5021|HIP___5021|HR___297|IRAS_01011+6118|PPM__12705|ROT___160|SAO__11557|SKY#__1635|TD1___591|TYC_4017-228-1|UBV____1016|UBV_M___7878|uvby98_100006210|2MASS_J01041945+6134487|1RXS_J010419.0+613435|Gaia_DR1_522711504337099648|WEB__1023|Gaia_DR2_522711508641389184,Gaia_DR2_522711508641389184
HD_69897,6130,58,1.3869999999999998,0.028,4.19,0.04,-0.26,0.1,1.07,0.08,9.73,0.12,55.2,5.1,E,2,1,Gaia,2M,Simbad,125.01609,27.21771,*_chi_Cnc|PLX_1979|LSPM_J0820+2713|TYC_1936-1174-1|ASCC__676886|USNO-B1.0_1172-00198833|*__18_Cnc|AG+27__919|BD+27__1589|FK5_1217|GC_11348|GCRV__5506|GEN#_+1.00069897|GJ___303|HD__69897|HIC__40843|HIP__40843|HR__3262|LTT_12174|N30_1925|NLTT_19323|PMC_90-93___827|PPM__98601|ROT__1324|SAO__80104|SKY#_15798|SPOCS__378|SRS__31217|TD1_12178|UBV_M__14195|UBV____7975|YPAC__33|YZ__27__4482|[HFE83]__574|uvby98_100069897|2MASS_J08200385+2713038|PLX_1979.00|IRAS_08170+2722|AKARI-IRC-V1_J0820038+271300|WEB__7923|Gaia_DR2_683184784030475520,Gaia_DR2_683184784030475520
HD_75732,5172,18,0.943,0.01,4.43,0.02,0.35,0.1,0.88,0.02,10.1,0.09,79.8,6.0,E,2,1,Gaia,2M,Simbad,133.14921,28.330820000000006,PLX_2117|WDS_J08526+2820A|LSPM_J0852+2819|ASCC__678466|2MASS_J08523579+2819509|USNO-B1.0_1183-00181854|*__55_Cnc|*_rho01_Cnc|AG+28__954|BD+28__1660|BD+28__1660A|CSI+28__1660__1|Ci_20__494|GC_12244|GCRV__5843|GEN#_+1.00075732A|GJ___324_A|HD__75732|HIC__43587|HIP__43587|HR__3522|JP11__1727|LFT__609|LHS__2062|LTT_12310|N30_2085|NLTT_20414|PM_08496+2831|PM_08496+2831A|PPM__99117|SAO__80478|SKY#_17095|SPOCS__407|TYC_1949-2012-1|UBV_M__14808|UBV____8589|YPAC_155|YZ__28__4722|[B10]__2380|uvby98_100075732_A|AKARI-IRC-V1_J0852355+281949|IRAS_08496+2831|**_LDS_6219A|*_rho_Cnc|WISEA_J085235.41+281948.5|Gaia_DR2_704967037090946688|NAME_Copernicus|WEB__8400,Gaia_DR2_704967037090946688
HD_79210,3907,35,0.5770000000000001,0.013,4.7,0.02,-0.18,0.1,0.58,0.02,9.85,0.51,161.6,7.6,E,2,1,Gaia,2M,Simbad,138.59496,52.68659,Karmn_J09143+526|PM_J09143+5241|PLX_2198|ASCC__253740|2MASS_J09142298+5241125|USNO-B1.0_1426-00239069|8pc_161.59A|ADS__7251_A|AG+52__752|BD+53__1320|CCDM_J09144+5241A|CSI+53__1320__1|Ci_20__516|G_195-17|GC_12727|GCRV__6031|GEN#_+1.00079210A|GJ___338_A|HD__79210|HIC__45343|HIP__45343|IDS_09078+5307_A|JP11__1780|LFT__634|LHS___260|LTT_12425|NLTT_21249|PM_09110+5254|PPM__32059|SAO__27178|SKY#_17822|TYC_3806-1814-1|UBV____8824|YZ__52__3333|YZC_26__3333|Zkh_125|[GKL99]_197|[RHG95]__1451|uvby98_100079210_A|LSPM_J0914+5241W|[ZEH2003]_RX_J0914.4+5241__1|WDS_J09144+5241A|**_STF_1321A|StKM_2-551|UCAC4_714-048098|WEB__8637|Gaia_DR2_1022456139210632064,Gaia_DR2_1022456139210632064
HD_7924,5075,83,0.782,0.026,4.58,0.04,-0.14,0.1,0.81,0.06,9.71,0.52,58.8,7.2,E,1,1,Gaia,2M,Simbad,20.49631,76.71029,2MASS_J01215911+7642372|PLX__270|AG+76___48|BD+75____58|GCRV___766|GEN#_+1.00007924|GJ____56.5|GJ__9054|GSC_04494-01346|HD___7924|HIC___6379|HIP___6379|IRAS_01178+7626|PPM___4675|SAO___4386|SKY#__2059|SPOCS___67|TYC_4494-1346-1|UBV____1405|UBV_M___8096|[HFE83]___70|Gaia_DR2_560130775546153344|PLX__270.00|Gaia_DR1_560130771247957248|WEB__1412,Gaia_DR2_560130775546153344
